Date,Adj Close,Adj Close SMA5,SP_Ajclose,DJ_Ajclose,EG_Ajclose,EU_Price,OS_Price,SF_Price,USB_Price,PLT_Price,USDI_Price,GDX_Adj Close,USO_Adj Close,Target_Adj_Close,Target_Adj_5d,Target_Adj_30d
2012-02-24,172.229996,171.31200239999998,118.919945,12982.9502,73.26479300000003,1.3457,109.62,58404,1.977,1714.0,78.40100000000002,53.657177,42.009998,171.699997,166.339996,159.369995
2012-02-27,171.699997,172.18200059999998,119.119675,12981.50977,73.896805,1.34,107.88,58710,1.925,1704.6,78.578,53.277035,41.18,173.490005,165.649994,161.100006
2012-02-28,173.490005,172.6760008,119.467079,13005.12012,75.45253000000002,1.347,106.49,60883,1.941,1724.2,78.3,54.483997,40.790001,164.28999299999995,162.699997,161.070007
2012-02-29,164.28999299999995,170.945999,118.998093,12952.07031,74.43158000000003,1.3326,106.91,57783,1.974,1678.35,78.794,52.64980300000001,40.919998,166.610001,163.630005,162.699997
2012-03-01,166.610001,169.6639984,119.614723,12980.29981,74.869125,1.3312,108.6,58332,2.03,1705.7,78.834,53.115479,41.75,166.339996,165.279999,160.850006
2012-03-02,166.339996,168.48599839999997,119.249947,12977.57031,72.438309,1.3203,106.51,58056,1.979,1700.6,79.462,52.070087,40.77,165.649994,166.380005,160.46000700000005
2012-03-05,165.649994,167.2759978,118.763596,12962.80957,69.42411,1.3218,107.13,56994,2.007,1667.7,79.365,50.95816,40.970001,162.699997,165.070007,160.25
2012-03-06,162.699997,165.1179962,117.02668,12759.15039,68.500389,1.3115,104.98,57708,1.95,1619.15,79.926,49.865253,40.130001,163.630005,162.300003,159.309998
2012-03-07,163.630005,164.9859986,117.843025,12837.33008,68.646248,1.315,106.16,58464,1.972,1634.3,79.763,50.055317,40.610001,165.279999,159.570007,159.429993
2012-03-08,165.279999,164.71999820000002,119.015457,12907.94043,68.69487,1.3271,106.84,58775,2.016,1664.4,79.179,50.673054,40.82,166.380005,161.080002,159.53999299999995
2012-03-09,166.380005,164.728,119.475792,12922.01953,69.083786,1.3114,107.43,59221,2.03,1686.15,80.084,50.597027,41.09,165.070007,161.300003,159.070007
2012-03-12,165.070007,164.6120026,119.48443600000002,12959.70996,69.083786,1.3155,106.57,58392,2.037,1696.95,79.913,49.770214,40.700001,162.300003,161.589996,159.300003
2012-03-13,162.300003,164.5320038,121.638229,13177.67969,68.792084,1.3084,106.71,58259,2.126,1692.9,80.21,49.523121,40.830002,159.570007,160.130005,159.619995
2012-03-14,159.570007,163.7200042,121.50798,13194.09961,65.34034,1.3029,105.55,57236,2.274,1673.35,80.536,47.631908,40.41,161.080002,160.21000700000005,161.029999
2012-03-15,161.080002,162.8800048,122.211433,13252.75977,65.43755300000001,1.3083,105.45,57979,2.279,1687.95,80.13600000000002,47.650917,40.279999,161.300003,159.570007,161.380005
2012-03-16,161.300003,161.8640044,122.380676,13232.62012,64.90277900000001,1.3175,107.17,57254,2.298,1672.4,79.734,47.451344,41.029999,161.589996,161.529999,161.880005
2012-03-19,161.589996,161.16800220000002,122.860443,13239.12988,64.22216800000001,1.3241,107.86,57505,2.375,1679.75,79.712,47.137726,41.290001,160.130005,164.399994,161.320007
2012-03-20,160.130005,160.7340026,122.5028,13170.19043,63.784607,1.3225,105.67,56466,2.363,1656.45,79.825,47.384819,40.43,160.21000700000005,163.240005,160.589996
2012-03-21,160.21000700000005,160.8620026,122.302139,13124.62012,63.735989,1.3212,106.91,56851,2.296,1640.95,79.896,47.28978,40.66,159.570007,161.509995,158.970001
2012-03-22,159.570007,160.56000360000002,121.421143,13046.13965,62.617817,1.3198,105.59,56302,2.282,1624.15,79.998,46.329918,40.139999,161.529999,161.279999,159.470001
2012-03-23,161.529999,160.6060028,121.813698,13080.73047,65.145866,1.3273,106.75,57203,2.233,1627.5,79.57600000000002,47.28978,40.689999,164.399994,162.119995,159.080002
2012-03-26,164.399994,161.1680024,123.523338,13241.62988,66.21543100000001,1.3358,107.11,57731,2.253,1654.35,79.179,48.1166,40.77,163.240005,162.940002,156.0
2012-03-27,163.240005,161.7900024,123.139542,13197.73047,65.63202700000001,1.3318,106.77,57405,2.187,1656.75,79.222,47.432335,40.709999,161.509995,159.889999,154.470001
2012-03-28,161.509995,162.05,122.528969,13126.20996,64.368011,1.3317,105.55,56578,2.201,1641.75,79.29899999999998,46.500984,40.189999,161.279999,157.21000700000005,154.770004
2012-03-29,161.279999,162.3919984,122.319626,13145.82031,65.145866,1.3302,103.28,56771,2.1590000000000003,1637.15,79.357,46.624531,39.290001,162.119995,158.309998,153.559998
2012-03-30,162.119995,162.5099976,122.825531,13212.04004,66.79881999999999,1.3344,102.93,56909,2.214,1643.15,79.138,47.080704,39.23,162.940002,159.369995,151.330002
2012-04-02,162.940002,162.2179992,123.723953,13264.49023,68.305931,1.3323,105.05,57595,2.18,1657.35,78.96300000000002,47.888508,40.029999,159.889999,161.100006,149.740005
2012-04-03,159.889999,161.547998,123.218033,13199.54981,66.652977,1.3234,104.06,57567,2.293,1646.45,79.641,46.329918,39.66,157.21000700000005,161.070007,149.46000700000005
2012-04-04,157.21000700000005,160.68800040000002,121.996834,13074.75,63.298443000000006,1.3142,102.04,55385,2.2230000000000003,1603.05,79.949,44.391193,38.84,158.309998,162.699997,152.800003
2012-04-05,158.309998,160.09400019999998,121.935814,13060.13965,62.42334399999999,1.3064,103.24,55976,2.18,1607.5,80.293,43.906509,39.259998,159.369995,160.850006,154.550003
2012-04-09,159.369995,159.5440002,120.56633,12929.58984,61.985806,1.3102,102.17,55902,2.047,1617.75,79.919,44.172607,38.970001,161.100006,160.46000700000005,154.649994
2012-04-10,161.100006,159.17600099999999,118.542625,12715.92969,62.277508,1.3081,100.94,56267,1.986,1606.2,80.098,44.704815,38.509998,161.070007,160.25,152.080002
2012-04-11,161.070007,159.4120026,119.502167,12805.38965,62.471966,1.311,102.56,56017,2.037,1589.35,79.993,44.182117,39.009998,162.699997,159.309998,151.619995
2012-04-12,162.699997,160.5100006,121.063538,12986.58008,70.0075,1.3186,103.63,56994,2.056,1609.4,79.449,45.759712,39.439999,160.850006,159.429993,151.410004
2012-04-13,160.850006,161.0180022,119.62426,12849.58984,70.25057199999999,1.3077,102.84,55809,1.989,1585.9,80.055,45.141975,39.150002,160.46000700000005,159.53999299999995,152.679993
2012-04-16,160.46000700000005,161.23600460000003,119.545753,12921.41016,69.181023,1.3139,103.17,55920,1.982,1577.15,79.732,44.324665,39.18,160.25,159.070007,151.020004
2012-04-17,160.25,161.06600340000003,121.316505,13115.54004,70.445045,1.3125,104.27,56016,1.996,1584.1,79.627,44.771336,39.639999,159.309998,159.300003,151.910004
2012-04-18,159.309998,160.71400160000002,120.906502,13032.75,69.132401,1.3121,102.77,56064,1.975,1581.05,79.67399999999998,44.31517,39.049999,159.429993,159.619995,151.619995
2012-04-19,159.429993,160.06000079999998,120.13018,12964.09961,69.278244,1.3136,102.64,56576,1.968,1578.8,79.707,44.29615,38.959999,159.53999299999995,161.029999,157.5
2012-04-20,159.53999299999995,159.7979982,120.330811,13029.25977,67.868378,1.3224,102.94,56451,1.959,1581.4,79.313,43.830482,39.389999,159.070007,161.380005,157.320007
2012-04-23,159.070007,159.51999819999997,119.318947,12927.16992,63.979076,1.3155,103.07,55553,1.94,1560.1,79.536,42.8041,39.029999,159.300003,161.880005,157.139999
2012-04-24,159.300003,159.32999879999997,119.772537,13001.55957,64.708321,1.3194,103.79,55697,1.974,1549.35,79.32600000000002,42.899132,39.169998,159.619995,161.320007,157.21000700000005
2012-04-25,159.619995,159.3919982,121.412399,13090.71973,67.965622,1.3223,103.95,55194,1.988,1556.1,79.111,43.992046,39.41,161.029999,160.589996,154.5
2012-04-26,161.029999,159.71199940000002,122.258545,13204.62012,69.083786,1.3209,104.16,55924,1.947,1569.35,79.001,43.954029,39.529999,161.380005,158.970001,154.729996
2012-04-27,161.380005,160.08000180000002,122.459175,13228.30957,69.715797,1.3255,104.78,55983,1.937,1573.75,78.757,44.476723,39.619999,161.880005,159.470001,155.360001
2012-04-30,161.880005,160.6420014,122.005577,13213.62988,68.937935,1.3241,104.88,55318,1.919,1573.8,78.848,44.08707800000001,39.68,161.320007,159.080002,156.46000700000005
2012-05-01,161.320007,161.04600220000003,122.764465,13279.32031,68.549011,1.3239,105.98,55302,1.945,1573.1,78.935,44.13459,40.150002,160.589996,156.0,157.119995
2012-05-02,160.589996,161.2400024,122.398117,13268.57031,67.090515,1.3157,105.38,55147,1.928,1562.25,79.20100000000002,43.393314,39.889999,158.970001,154.470001,157.75
2012-05-03,158.970001,160.82800279999998,121.464783,13206.58984,63.735989,1.3152,102.44,55133,1.933,1538.1,79.293,41.701687,38.830002,159.470001,154.770004,157.839996
2012-05-04,159.470001,160.446002,119.502167,13038.26953,64.124924,1.3083,98.59,55282,1.879,1526.35,79.587,41.863247,37.290001,159.080002,153.559998,157.929993
2012-05-07,159.080002,159.8860014,119.589378,13008.53027,62.326111,1.3054,97.98,55796,1.873,1524.0,79.715,41.502106,37.049999,156.0,151.330002,157.160004
2012-05-08,156.0,158.822,119.109604,12932.08984,56.735237,1.3003,97.39,55135,1.842,1509.55,79.84899999999998,40.076572,36.869999,154.470001,149.740005,155.970001
2012-05-09,154.470001,157.59800099999998,118.403091,12835.05957,57.610336,1.2933,96.38,55159,1.826,1497.7,80.232,40.884373,36.52,154.770004,149.46000700000005,152.020004
2012-05-10,154.770004,156.7580016,118.647324,12855.04004,57.318642,1.2936,96.55,54568,1.874,1487.85,80.257,40.950897,36.610001,153.559998,152.800003,152.639999
2012-05-11,153.559998,155.576001,118.289673,12820.59961,55.762913,1.2917,95.57,54140,1.841,1464.45,80.404,40.314159,36.259998,151.330002,154.550003,153.759995
2012-05-14,151.330002,154.026001,116.981247,12695.34961,53.04040500000001,1.2826,94.09,53635,1.769,1441.55,80.748,38.936146,35.610001000000004,149.740005,154.649994,152.619995
2012-05-15,149.740005,152.774002,116.309593,12632.0,49.977577,1.2731,93.09,52957,1.77,1436.3,81.38,37.387062,35.279999,149.46000700000005,152.080002,152.830002
2012-05-16,149.46000700000005,151.7720032,115.864746,12598.54981,49.831722,1.2716,92.81,51559,1.759,1438.15,81.524,37.596138,35.049999,152.800003,151.619995,151.050003
2012-05-17,152.800003,151.378003,114.146362,12442.49023,52.359772,1.2694,92.91,53134,1.69,1452.45,81.54,39.287773,35.040001000000004,154.550003,151.410004,155.190002
2012-05-18,154.550003,151.576004,113.16938799999998,12369.37988,53.089012,1.2783,91.34,54468,1.723,1455.75,81.42399999999998,39.553875,34.43,154.649994,152.679993,155.089996
2012-05-21,154.649994,152.2400024,115.11458600000002,12504.48047,54.401665,1.2814,92.58,54130,1.743,1472.6,81.232,40.874866,35.150002,152.080002,151.020004,157.46000700000005
2012-05-22,152.080002,152.7080018,115.315186,12502.80957,53.76965,1.2684,92.2,54392,1.777,1443.85,81.648,40.4282,34.48,151.619995,151.910004,155.679993
2012-05-23,151.619995,153.13999940000002,115.376244,12496.15039,55.422611,1.2586,90.57,53818,1.733,1422.85,82.235,42.233879,34.09,151.410004,151.619995,153.71000700000005
2012-05-24,151.410004,152.8619996,115.603043,12529.75,56.540783,1.2536,90.8,54317,1.783,1421.15,82.48700000000002,42.414452,34.259998,152.679993,157.5,154.03999299999995
2012-05-25,152.679993,152.4879976,115.227974,12454.83008,56.49215699999999,1.2517,90.72,54426,1.746,1431.5,82.523,42.68055,34.220001,151.020004,157.320007,152.149994
2012-05-29,151.020004,151.7619996,116.623619,12580.69043,56.58939399999999,1.2498,90.91,53964,1.7480000000000002,1428.6,82.581,41.90126,34.23,151.910004,157.139999,152.990005
2012-05-30,151.910004,151.728,114.931389,12419.86035,55.714298,1.237,87.47,54483,1.619,1407.3,83.086,42.043808,33.02,151.619995,157.21000700000005,152.589996
2012-05-31,151.619995,151.72799999999998,114.678444,12393.4502,53.623798,1.2359,86.5,54110,1.5630000000000002,1406.75,83.12899999999998,41.60664000000001,32.610001000000004,157.5,154.5,154.139999
2012-06-01,157.5,152.94599920000002,111.791191,12118.57031,55.568451,1.2435,83.28,54445,1.459,1444.05,82.973,44.267654,31.43,157.320007,154.729996,154.21000700000005
2012-06-04,157.320007,153.874002,111.738869,12101.45996,58.388195,1.2498,84.11,53839,1.524,1432.55,82.661,44.980419,31.76,157.139999,155.360001,153.470001
2012-06-05,157.139999,155.09800099999998,112.584969,12127.9502,58.631279000000006,1.2454,84.06,54442,1.5730000000000002,1440.1,82.913,45.170483,31.76,157.21000700000005,156.46000700000005,153.050003
2012-06-06,157.21000700000005,156.15800159999998,115.11458600000002,12414.79004,60.478703,1.2572,85.53,55841,1.661,1464.3,82.37899999999998,45.256016,32.150002,154.5,157.119995,153.380005
2012-06-07,154.5,156.7340026,115.184349,12460.95996,58.388195,1.2562,83.62,54091,1.644,1445.0,82.10600000000002,43.70694,31.719999,154.729996,157.75,153.669998
2012-06-08,154.729996,156.18000179999999,116.100296,12554.2002,57.221405,1.2517,84.32,54296,1.632,1433.75,82.56200000000003,44.03006,31.799999,155.360001,157.839996,153.029999
2012-06-11,155.360001,155.7880006,114.626129,12411.23047,56.443535,1.2475,81.12,54694,1.586,1437.8,82.54799999999999,43.393314,30.700001,156.46000700000005,157.929993,153.520004
2012-06-12,156.46000700000005,155.65200220000003,115.943237,12573.79981,58.971596,1.2513,83.47,55076,1.664,1451.7,82.449,44.438713,31.42,157.119995,157.160004,155.669998
2012-06-13,157.119995,155.6339998,115.201836,12496.37988,60.235622,1.2556,82.39,55015,1.599,1459.3,82.057,44.46722800000001,31.1,157.75,155.970001,156.770004
2012-06-14,157.75,156.2839998,116.423027,12651.91016,61.20794300000001,1.2631,84.36,54441,1.642,1491.65,81.988,44.600266,31.73,157.839996,152.020004,157.53999299999995
2012-06-15,157.839996,156.90599980000002,117.613701,12767.16992,62.520588,1.2638,84.19,54554,1.586,1482.6,81.605,44.590763,31.629999,157.929993,152.639999,157.429993
2012-06-18,157.929993,157.4199982,117.841667,12741.82031,63.979076,1.2576,83.04,54923,1.574,1487.6,81.854,45.36055800000001,31.32,157.160004,153.759995,156.490005
2012-06-19,157.160004,157.5599976,118.981483,12837.33008,63.055363,1.2688,83.98,54465,1.62,1484.8,81.586,45.313046,31.68,155.970001,152.619995,155.139999
2012-06-20,155.970001,157.3299988,118.788589,12824.38965,62.958134,1.2704,82.5,54570,1.65,1457.8,81.734,44.923393,30.49,152.020004,152.830002,154.130005
2012-06-21,152.020004,156.18399960000002,116.123146,12573.57031,59.554989,1.2544,78.25,52898,1.62,1435.9,82.488,42.595016,29.459999,152.639999,151.050003,155.550003
2012-06-22,152.639999,155.1440002,117.01748700000002,12640.78027,60.235622,1.257,80.12,52864,1.676,1435.8,82.44200000000002,42.366936,30.1,153.759995,155.190002,156.300003
2012-06-25,153.759995,154.31000060000002,115.14113600000002,12502.66016,59.89530600000001,1.2505,79.17,53675,1.604,1444.9,82.662,42.91814,29.799999,152.619995,155.089996,156.279999
2012-06-26,152.619995,153.40199879999997,115.719803,12534.66992,59.45776,1.249,79.48,52963,1.628,1431.65,82.539,42.243385,29.809999,152.830002,157.46000700000005,156.479996
2012-06-27,152.830002,152.773999,116.763191,12627.00977,59.263287,1.247,80.53,52767,1.621,1416.6,82.81,42.081825,30.200001,151.050003,155.679993,156.990005
2012-06-28,151.050003,152.57999880000003,116.42997,12602.25977,58.436813,1.244,78.44,51756,1.584,1391.1,83.007,41.159981,29.5,155.190002,153.71000700000005,157.179993
2012-06-29,155.190002,153.0899994,119.332214,12880.08984,59.89530600000001,1.266,84.88,52421,1.643,1449.35,81.753,42.547501,31.83,155.089996,154.03999299999995,155.990005
2012-07-02,155.089996,153.35599960000002,119.691673,12871.38965,61.596874,1.2586,83.65,52143,1.587,1450.75,82.008,42.537994,31.43,157.46000700000005,152.149994,155.130005
2012-07-03,157.46000700000005,154.324002,120.480865,12943.66016,62.909519,1.2607,87.72,52512,1.628,1487.2,81.872,44.1441,32.939999,155.679993,152.990005,156.559998
2012-07-05,155.679993,154.8940002,119.93721,12896.66992,60.673164,1.2393,86.8,52560,1.599,1477.6,82.94200000000002,43.497856,32.619999,153.71000700000005,152.589996,156.720001
2012-07-06,153.71000700000005,155.42600100000004,118.797394,12772.46973,59.311913,1.2288,84.12,53061,1.5490000000000002,1445.85,83.561,42.224377,31.59,154.03999299999995,154.139999,157.259995
2012-07-09,154.03999299999995,155.19599920000002,118.648331,12736.29004,58.825745,1.2319,85.71,53544,1.513,1446.6,83.351,42.053314,32.169998,152.149994,154.21000700000005,158.830002
2012-07-10,152.149994,154.6079988,117.613701,12653.12012,55.617065,1.2252,83.98,52648,1.5019999999999998,1428.35,83.559,40.741821,31.52,152.990005,153.470001,160.53999299999995
2012-07-11,152.990005,153.71399839999998,117.631233,12604.53027,53.721031,1.2239,86.16,52735,1.515,1427.6,83.728,39.886501,32.330002,152.589996,153.050003,161.889999
2012-07-12,152.589996,153.095999,117.061317,12573.26953,52.311157,1.2198,85.76,53017,1.4780000000000002,1419.0,83.809,39.639408,32.200001,154.139999,153.380005,161.970001
2012-07-13,154.139999,153.1819974,119.025352,12777.08984,52.40839,1.2252,86.98,52807,1.491,1432.5,83.47399999999998,40.209618,32.68,154.21000700000005,153.669998,161.360001
2012-07-16,154.21000700000005,153.2160002,118.744736,12727.20996,51.92223,1.2273,88.23,52745,1.471,1422.6,83.21799999999998,40.06707,33.119999,153.470001,153.029999,161.639999
2012-07-17,153.470001,153.4800016,119.560173,12805.54004,50.415112,1.2294,89.12,52890,1.508,1420.8,83.16799999999998,39.629902,33.380001,153.050003,153.520004,160.589996
2012-07-18,153.050003,153.4920012,120.44574,12908.7002,50.317894,1.2284,89.97,52706,1.494,1408.9,83.196,39.078697,33.689999,153.380005,155.669998,160.520004
2012-07-19,153.380005,153.65000300000003,120.761414,12943.36035,50.852669,1.228,92.56,52670,1.511,1420.45,82.98,39.52536,34.639999,153.669998,156.770004,164.220001
2012-07-20,153.669998,153.55600280000002,119.65663899999998,12822.57031,50.269268,1.2157,88.9,52872,1.4580000000000002,1415.35,83.573,39.648911,34.200001,153.029999,157.53999299999995,164.479996
2012-07-23,153.029999,153.3200012,118.446625,12721.45996,47.64399,1.2115,88.02,52923,1.4380000000000002,1399.4,83.815,38.679546,33.0,153.520004,157.429993,164.309998
2012-07-24,153.520004,153.3300018,117.429565,12617.32031,49.345558,1.206,88.19,52828,1.391,1387.95,84.145,38.698551,33.150002,155.669998,156.490005,164.889999
2012-07-25,155.669998,153.8540008,117.455833,12676.04981,50.512356,1.2159,89.0,53453,1.3969999999999998,1399.15,83.641,39.876991,33.209999,156.770004,155.139999,168.440002
2012-07-26,156.770004,154.5320006,119.393593,12887.92969,50.512356,1.2283,89.34,53217,1.4380000000000002,1405.3,82.859,40.703804,33.41,157.53999299999995,154.130005,167.28999299999995
2012-07-27,157.53999299999995,155.3059996,121.594353,13075.66016,53.57518,1.2319,90.18,53201,1.545,1411.45,82.765,40.988918,33.669998,157.429993,155.550003,167.899994
2012-07-30,157.429993,156.1859984,121.594353,13073.00977,55.179523,1.226,89.55,53827,1.5,1416.05,82.868,41.549625,33.450001,156.490005,156.300003,167.919998
2012-07-31,156.490005,156.77999859999997,120.743851,13008.67969,52.554237,1.2304,87.84,53974,1.47,1410.5,82.71,40.703804,32.68,155.139999,156.279999,171.309998
2012-08-01,155.139999,156.6739988,120.638641,12976.12988,51.776382,1.2226,88.8,53172,1.524,1402.2,83.178,40.152596,33.169998,154.130005,156.479996,171.800003
